Handle,Title,Vendor,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Price,Variant SKU,Status,Image Src,Type,Metafield: custom.breadCrumbs [single_line_text_field],ID (Ref),Handle (Ref),Import Result,Import Comment
S-20410,S-20410,Arka,FALSE,Size,18x18x10,,,,,5.54,S-20410,draft,https://img.uline.com/is/image/uline/S-20410?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-20410,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4399,S-4399,Arka,FALSE,Size,18x18x12,,,,,2.21,S-4399,draft,https://img.uline.com/is/image/uline/S-4399?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4399,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4771,S-4771,Arka,FALSE,Size,18x18x12,,,,,4.05,S-4771,draft,https://img.uline.com/is/image/uline/S-4771?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Single Wall Boxes",8.19258E+12,s-4771,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4636,S-4636,Arka,FALSE,Size,18x18x12,,,,,3.54,S-4636,draft,https://img.uline.com/is/image/uline/S-4636?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19258E+12,s-4636,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4968,S-4968,Arka,FALSE,Size,18x18x12,,,,,4.28,S-4968,draft,https://img.uline.com/is/image/uline/S-4968?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-4968,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4729,S-4729,Arka,FALSE,Size,18x18x14,,,,,3.22,S-4729,draft,https://img.uline.com/is/image/uline/S-4729?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4729,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-13314,S-13314,Arka,FALSE,Size,18x18x15,,,,,3.35,S-13314,draft,https://img.uline.com/is/image/uline/S-13314?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-13314,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4456,S-4456,Arka,FALSE,Size,18x18x16,,,,,2.4,S-4456,draft,https://img.uline.com/is/image/uline/S-4456?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Moving Boxes > Packing/Storage Boxes",8.19258E+12,s-4456,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18923,S-18923,Arka,FALSE,Size,18x18x16,,,,,6.46,S-18923,draft,https://img.uline.com/is/image/uline/S-18923?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-18923,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4338,S-4338,Arka,FALSE,Size,18x18x24,,,,,3.05,S-4338,draft,https://img.uline.com/is/image/uline/S-4338?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Moving Boxes > Packing/Storage Boxes",8.19258E+12,s-4338,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4637,S-4637,Arka,FALSE,Size,18x18x20,,,,,3.89,S-4637,draft,https://img.uline.com/is/image/uline/S-4637?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4637,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-11254,S-11254,Arka,FALSE,Size,18x18x24,,,,,8.19,S-11254,draft,https://img.uline.com/is/image/uline/S-11254?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-11254,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4758,S-4758,Arka,FALSE,Size,18x18x28,,,,,4.66,S-4758,draft,https://img.uline.com/is/image/uline/S-4758?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4758,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4676,S-4676,Arka,FALSE,Size,18x18x28,,,,,10.15,S-4676,draft,https://img.uline.com/is/image/uline/S-4676?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Moving Boxes > Dish and Glass Pack Boxes",8.19258E+12,s-4676,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-15045,S-15045,Arka,FALSE,Size,18x18x30,,,,,5.23,S-15045,draft,https://img.uline.com/is/image/uline/S-15045?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-15045,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22662,S-22662,Arka,FALSE,Size,18x18x34,,,,,5.95,S-22662,draft,https://img.uline.com/is/image/uline/S-22662?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-22662,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-20428,S-20428,Arka,FALSE,Size,18x18x40,,,,,13.07,S-20428,draft,https://img.uline.com/is/image/uline/S-20428?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Telescopic Boxes",8.19258E+12,s-20428,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-11377,S-11377,Arka,FALSE,Size,18x18x48,,,,,6.97,S-11377,draft,https://img.uline.com/is/image/uline/S-11377?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19258E+12,s-11377,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4759,S-4759,Arka,FALSE,Size,18.50x12.50x9,,,,,2.04,S-4759,draft,https://img.uline.com/is/image/uline/S-4759?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4759,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-13315,S-13315,Arka,FALSE,Size,18.50x12.50x7,,,,,1.97,S-13315,draft,https://img.uline.com/is/image/uline/S-13315?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-13315,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4696,S-4696,Arka,FALSE,Size,18.50x18.50x9,,,,,2.99,S-4696,draft,https://img.uline.com/is/image/uline/S-4696?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4696,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4761,S-4761,Arka,FALSE,Size,19x12x3,,,,,1.73,S-4761,draft,https://img.uline.com/is/image/uline/S-4761?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4761,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4760,S-4760,Arka,FALSE,Size,18.50x12.50x12,,,,,2.17,S-4760,draft,https://img.uline.com/is/image/uline/S-4760?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4760,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16757,S-16757,Arka,FALSE,Size,19x6x4,,,,,1.12,S-16757,draft,https://img.uline.com/is/image/uline/S-16757?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-16757,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4899,S-4899,Arka,FALSE,Size,19x12x4,,,,,1.74,S-4899,draft,https://img.uline.com/is/image/uline/S-4899?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4899,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19846,S-19846,Arka,FALSE,Size,19x12x7,,,,,1.97,S-19846,draft,https://img.uline.com/is/image/uline/S-19846?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-19846,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-20482,S-20482,Arka,FALSE,Size,19x13x6,,,,,2.04,S-20482,draft,https://img.uline.com/is/image/uline/S-20482?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-20482,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23982,S-23982,Arka,FALSE,Size,19x13x4,,,,,1.83,S-23982,draft,https://img.uline.com/is/image/uline/S-23982?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-23982,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22663,S-22663,Arka,FALSE,Size,19x13x8,,,,,2.25,S-22663,draft,https://img.uline.com/is/image/uline/S-22663?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-22663,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22596,S-22596,Arka,FALSE,Size,19x13x12,,,,,2.76,S-22596,draft,https://img.uline.com/is/image/uline/S-22596?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19258E+12,s-22596,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22192,S-22192,Arka,FALSE,Size,19x13x10,,,,,2.44,S-22192,draft,https://img.uline.com/is/image/uline/S-22192?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-22192,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16760,S-16760,Arka,FALSE,Size,19x13x13,,,,,2.64,S-16760,draft,https://img.uline.com/is/image/uline/S-16760?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-16760,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4860,S-4860,Arka,FALSE,Size,19x19x19,,,,,4.14,S-4860,draft,https://img.uline.com/is/image/uline/S-4860?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Cube Boxes",8.19258E+12,s-4860,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4498,S-4498,Arka,FALSE,Size,20x5x5,,,,,1.11,S-4498,draft,https://img.uline.com/is/image/uline/S-4498?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-4498,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4542,S-4542,Arka,FALSE,Size,20x14x6,,,,,1.56,S-4542,draft,https://img.uline.com/is/image/uline/S-4542?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4542,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4450,S-4450,Arka,FALSE,Size,24x24x4,,,,,2.7,S-4450,draft,https://img.uline.com/is/image/uline/S-4450?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4450,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4922,S-4922,Arka,FALSE,Size,20x8x50,,,,,9.71,S-4922,draft,https://img.uline.com/is/image/uline/S-4922?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Moving Boxes > Guitar Boxes",8.19258E+12,s-4922,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4639,S-4639,Arka,FALSE,Size,20x6x6,,,,,1.24,S-4639,draft,https://img.uline.com/is/image/uline/S-4639?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-4639,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23983,S-23983,Arka,FALSE,Size,20x8x3,,,,,1.32,S-23983,draft,https://img.uline.com/is/image/uline/S-23983?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-23983,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18362,S-18362,Arka,FALSE,Size,20x8x4,,,,,1.36,S-18362,draft,https://img.uline.com/is/image/uline/S-18362?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-18362,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16758,S-16758,Arka,FALSE,Size,20x8x6,,,,,1.42,S-16758,draft,https://img.uline.com/is/image/uline/S-16758?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-16758,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4499,S-4499,Arka,FALSE,Size,20x8x8,,,,,1,S-4499,draft,https://img.uline.com/is/image/uline/S-4499?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-4499,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23986,S-23986,Arka,FALSE,Size,20x9x9,,,,,1.8,S-23986,draft,https://img.uline.com/is/image/uline/S-23986?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19258E+12,s-23986,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4840,S-4840,Arka,FALSE,Size,20x10x4,,,,,1.4,S-4840,draft,https://img.uline.com/is/image/uline/S-4840?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4840,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4640,S-4640,Arka,FALSE,Size,20x10x6,,,,,1.42,S-4640,draft,https://img.uline.com/is/image/uline/S-4640?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4640,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4469,S-4469,Arka,FALSE,Size,20x10x8,,,,,1.58,S-4469,draft,https://img.uline.com/is/image/uline/S-4469?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4469,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4458,S-4458,Arka,FALSE,Size,20x10x10,,,,,1.94,S-4458,draft,https://img.uline.com/is/image/uline/S-4458?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4458,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23961,S-23961,Arka,FALSE,Size,20x10x10,,,,,3.44,S-23961,draft,https://img.uline.com/is/image/uline/S-23961?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-23961,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4900,S-4900,Arka,FALSE,Size,20x10x12,,,,,2.11,S-4900,draft,https://img.uline.com/is/image/uline/S-4900?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4900,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19079,S-19079,Arka,FALSE,Size,20x12x3,,,,,1.75,S-19079,draft,https://img.uline.com/is/image/uline/S-19079?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-19079,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4945,S-4945,Arka,FALSE,Size,20x12x4,,,,,1.79,S-4945,draft,https://img.uline.com/is/image/uline/S-4945?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4945,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4349,S-4349,Arka,FALSE,Size,20x12x6,,,,,1.98,S-4349,draft,https://img.uline.com/is/image/uline/S-4349?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4349,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21539,S-21539,Arka,FALSE,Size,20x12x6,,,,,3.32,S-21539,draft,https://img.uline.com/is/image/uline/S-21539?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-21539,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22195,S-22195,Arka,FALSE,Size,20x12x7,,,,,2.01,S-22195,draft,https://img.uline.com/is/image/uline/S-22195?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-22195,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4195,S-4195,Arka,FALSE,Size,20x12x8,,,,,2.04,S-4195,draft,https://img.uline.com/is/image/uline/S-4195?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4195,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4203,S-4203,Arka,FALSE,Size,20x12x10,,,,,2.26,S-4203,draft,https://img.uline.com/is/image/uline/S-4203?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4203,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4204,S-4204,Arka,FALSE,Size,20x12x12,,,,,1.69,S-4204,draft,https://img.uline.com/is/image/uline/S-4204?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4204,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-12602,S-12602,Arka,FALSE,Size,20x12x12,,,,,2.69,S-12602,draft,https://img.uline.com/is/image/uline/S-12602?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19258E+12,s-12602,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-12603,S-12603,Arka,FALSE,Size,20x12x12,,,,,4.59,S-12603,draft,https://img.uline.com/is/image/uline/S-12603?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-12603,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19848,S-19848,Arka,FALSE,Size,20x12x16,,,,,2.85,S-19848,draft,https://img.uline.com/is/image/uline/S-19848?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-19848,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21067,S-21067,Arka,FALSE,Size,20x12x20,,,,,3.32,S-21067,draft,https://img.uline.com/is/image/uline/S-21067?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-21067,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4567,S-4567,Arka,FALSE,Size,20x13x10,,,,,2.4,S-4567,draft,https://img.uline.com/is/image/uline/S-4567?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4567,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23987,S-23987,Arka,FALSE,Size,20x13x13,,,,,2.71,S-23987,draft,https://img.uline.com/is/image/uline/S-23987?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-23987,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16761,S-16761,Arka,FALSE,Size,20x14x3,,,,,1.97,S-16761,draft,https://img.uline.com/is/image/uline/S-16761?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-16761,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4994,S-4994,Arka,FALSE,Size,20x14x4,,,,,1.98,S-4994,draft,https://img.uline.com/is/image/uline/S-4994?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-4994,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-25334,S-25334,Arka,FALSE,Size,20x14x5,,,,,2.09,S-25334,draft,https://img.uline.com/is/image/uline/S-25334?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19258E+12,s-25334,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22123,S-22123,Arka,FALSE,Size,20x14x6,,,,,3.88,S-22123,draft,https://img.uline.com/is/image/uline/S-22123?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-22123,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4732,S-4732,Arka,FALSE,Size,20x14x8,,,,,2.33,S-4732,draft,https://img.uline.com/is/image/uline/S-4732?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4732,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22582,S-22582,Arka,FALSE,Size,20x14x8,,,,,4.18,S-22582,draft,https://img.uline.com/is/image/uline/S-22582?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-22582,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4196,S-4196,Arka,FALSE,Size,20x14x10,,,,,2.54,S-4196,draft,https://img.uline.com/is/image/uline/S-4196?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19258E+12,s-4196,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22124,S-22124,Arka,FALSE,Size,20x14x10,,,,,4.49,S-22124,draft,https://img.uline.com/is/image/uline/S-22124?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19258E+12,s-22124,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
