Handle,Title,Vendor,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Price,Variant SKU,Status,Image Src,Type,Metafield: custom.breadCrumbs [single_line_text_field],ID (Ref),Handle (Ref),Import Result,Import Comment
S-22187,S-22187,Arka,FALSE,Size,14x12x9,,,,,1.81,S-22187,draft,https://img.uline.com/is/image/uline/S-22187?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-22187,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4141,S-4141,Arka,FALSE,Size,14x12x10,,,,,1.85,S-4141,draft,https://img.uline.com/is/image/uline/S-4141?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4141,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-15048,S-15048,Arka,FALSE,Size,14x12x10,,,,,2.61,S-15048,draft,https://img.uline.com/is/image/uline/S-15048?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Single Wall Boxes",8.19257E+12,s-15048,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4424,S-4424,Arka,FALSE,Size,14x12x12,,,,,2.36,S-4424,draft,https://img.uline.com/is/image/uline/S-4424?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19257E+12,s-4424,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23305,S-23305,Arka,FALSE,Size,14x12x12,,,,,3.42,S-23305,draft,https://img.uline.com/is/image/uline/S-23305?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19257E+12,s-23305,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-20488,S-20488,Arka,FALSE,Size,14x12x14,,,,,2.22,S-20488,draft,https://img.uline.com/is/image/uline/S-20488?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-20488,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4410,S-4410,Arka,FALSE,Size,14x14x2,,,,,1.61,S-4410,draft,https://img.uline.com/is/image/uline/S-4410?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-4410,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16739,S-16739,Arka,FALSE,Size,14x14x3,,,,,1.62,S-16739,draft,https://img.uline.com/is/image/uline/S-16739?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-16739,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4943,S-4943,Arka,FALSE,Size,14x14x4,,,,,1.65,S-4943,draft,https://img.uline.com/is/image/uline/S-4943?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-4943,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4621,S-4621,Arka,FALSE,Size,14x14x5,,,,,1.71,S-4621,draft,https://img.uline.com/is/image/uline/S-4621?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-4621,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4140,S-4140,Arka,FALSE,Size,14x14x6,,,,,1.22,S-4140,draft,https://img.uline.com/is/image/uline/S-4140?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-4140,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4531,S-4531,Arka,FALSE,Size,14x14x6,,,,,2.04,S-4531,draft,https://img.uline.com/is/image/uline/S-4531?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19257E+12,s-4531,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18183,S-18183,Arka,FALSE,Size,14x14x6,,,,,3.09,S-18183,draft,https://img.uline.com/is/image/uline/S-18183?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19257E+12,s-18183,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4146,S-4146,Arka,FALSE,Size,14x14x8,,,,,1.35,S-4146,draft,https://img.uline.com/is/image/uline/S-4146?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4146,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4889,S-4889,Arka,FALSE,Size,14x14x7,,,,,1.97,S-4889,draft,https://img.uline.com/is/image/uline/S-4889?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4889,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4153,S-4153,Arka,FALSE,Size,15x12x10,,,,,1.4,S-4153,draft,https://img.uline.com/is/image/uline/S-4153?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Storage File Boxes > Uline Economy Storage File Boxes",8.19257E+12,s-4153,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18921,S-18921,Arka,FALSE,Size,14x14x8,,,,,3.32,S-18921,draft,https://img.uline.com/is/image/uline/S-18921?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19257E+12,s-18921,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4347,S-4347,Arka,FALSE,Size,14x14x9,,,,,2.14,S-4347,draft,https://img.uline.com/is/image/uline/S-4347?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4347,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4147,S-4147,Arka,FALSE,Size,14x14x10,,,,,1.48,S-4147,draft,https://img.uline.com/is/image/uline/S-4147?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4147,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-14229,S-14229,Arka,FALSE,Size,14x14x10,,,,,3.55,S-14229,draft,https://img.uline.com/is/image/uline/S-14229?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19257E+12,s-14229,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4148,S-4148,Arka,FALSE,Size,14x14x12,,,,,2.43,S-4148,draft,https://img.uline.com/is/image/uline/S-4148?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4148,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4142,S-4142,Arka,FALSE,Size,14x14x14,,,,,1.62,S-4142,draft,https://img.uline.com/is/image/uline/S-4142?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Cube Boxes",8.19257E+12,s-4142,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21535,S-21535,Arka,FALSE,Size,14x14x12,,,,,3.86,S-21535,draft,https://img.uline.com/is/image/uline/S-21535?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19257E+12,s-21535,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4786,S-4786,Arka,FALSE,Size,14x14x14,,,,,2.93,S-4786,draft,https://img.uline.com/is/image/uline/S-4786?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19257E+12,s-4786,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-13300,S-13300,Arka,FALSE,Size,14x14x16,,,,,2.5,S-13300,draft,https://img.uline.com/is/image/uline/S-13300?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-13300,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4432,S-4432,Arka,FALSE,Size,14x14x14,,,,,2.96,S-4432,draft,https://img.uline.com/is/image/uline/S-4432?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19257E+12,s-4432,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4855,S-4855,Arka,FALSE,Size,14x14x18,,,,,2.64,S-4855,draft,https://img.uline.com/is/image/uline/S-4855?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4855,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4622,S-4622,Arka,FALSE,Size,14x14x19,,,,,2.73,S-4622,draft,https://img.uline.com/is/image/uline/S-4622?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4622,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-14273,S-14273,Arka,FALSE,Size,14x14x20,,,,,2.8,S-14273,draft,https://img.uline.com/is/image/uline/S-14273?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-14273,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4623,S-4623,Arka,FALSE,Size,14x14x24,,,,,3.11,S-4623,draft,https://img.uline.com/is/image/uline/S-4623?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4623,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-13301,S-13301,Arka,FALSE,Size,14x14x30,,,,,3.56,S-13301,draft,https://img.uline.com/is/image/uline/S-13301?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19257E+12,s-13301,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4532,S-4532,Arka,FALSE,Size,14x14x36,,,,,4.07,S-4532,draft,https://img.uline.com/is/image/uline/S-4532?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19257E+12,s-4532,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-538,S-538,Arka,FALSE,Size,14x14x14,,,,,2.69,S-538,draft,https://img.uline.com/is/image/uline/S-538?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19257E+12,s-538,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-11375,S-11375,Arka,FALSE,Size,14x14x40,,,,,4.36,S-11375,draft,https://img.uline.com/is/image/uline/S-11375?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19257E+12,s-11375,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-12596,S-12596,Arka,FALSE,Size,14x14x48,,,,,5.05,S-12596,draft,https://img.uline.com/is/image/uline/S-12596?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19257E+12,s-12596,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-12595,S-12595,Arka,FALSE,Size,14x14x40,,,,,10.32,S-12595,draft,https://img.uline.com/is/image/uline/S-12595?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Telescopic Boxes",8.19257E+12,s-12595,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-11252,S-11252,Arka,FALSE,Size,14.50x8.75x6,,,,,1.44,S-11252,draft,https://img.uline.com/is/image/uline/S-11252?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19257E+12,s-11252,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-24070,S-24070,Arka,FALSE,Size,15x8x6,,,,,1.19,S-24070,draft,https://img.uline.com/is/image/uline/S-24070?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-24070,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-521,S-521,Arka,FALSE,Size,14.50x8.75x12,,,,,1.85,S-521,draft,https://img.uline.com/is/image/uline/S-521?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Multi-Depth Boxes",8.19257E+12,s-521,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-15049,S-15049,Arka,FALSE,Size,15x8x8,,,,,1.36,S-15049,draft,https://img.uline.com/is/image/uline/S-15049?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-15049,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18390,S-18390,Arka,FALSE,Size,15x9x8,,,,,1.6,S-18390,draft,https://img.uline.com/is/image/uline/S-18390?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-18390,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16743,S-16743,Arka,FALSE,Size,15x10x4,,,,,1.39,S-16743,draft,https://img.uline.com/is/image/uline/S-16743?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-16743,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4411,S-4411,Arka,FALSE,Size,15x10x5,,,,,1.42,S-4411,draft,https://img.uline.com/is/image/uline/S-4411?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-4411,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4988,S-4988,Arka,FALSE,Size,15x10x6,,,,,1.6,S-4988,draft,https://img.uline.com/is/image/uline/S-4988?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4988,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22201,S-22201,Arka,FALSE,Size,15x10x7,,,,,1.71,S-22201,draft,https://img.uline.com/is/image/uline/S-22201?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-22201,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4719,S-4719,Arka,FALSE,Size,15x10x8,,,,,1.81,S-4719,draft,https://img.uline.com/is/image/uline/S-4719?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4719,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4890,S-4890,Arka,FALSE,Size,15x10x10,,,,,1.88,S-4890,draft,https://img.uline.com/is/image/uline/S-4890?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4890,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16744,S-16744,Arka,FALSE,Size,15x10x12,,,,,1.96,S-16744,draft,https://img.uline.com/is/image/uline/S-16744?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-16744,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4877,S-4877,Arka,FALSE,Size,15x10x14,,,,,2.04,S-4877,draft,https://img.uline.com/is/image/uline/S-4877?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-4877,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21600,S-21600,Arka,FALSE,Size,15x11x4,,,,,1.44,S-21600,draft,https://img.uline.com/is/image/uline/S-21600?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-21600,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19084,S-19084,Arka,FALSE,Size,15x11x6,,,,,1.71,S-19084,draft,https://img.uline.com/is/image/uline/S-19084?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19257E+12,s-19084,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-24071,S-24071,Arka,FALSE,Size,15x11x5,,,,,1.59,S-24071,draft,https://img.uline.com/is/image/uline/S-24071?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19257E+12,s-24071,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
